"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"1440","praeficio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1441","praefulgeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1442","praefulgeo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1443","praemitto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1444","praeparo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1445","praepono",2,0,0,0,0,0,0,0,0,2,1,0,0
"1446","praepono1",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1447","praero",1,0,0,0,0,0,0,0,0,0,0,1,1
"1448","praesentio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1449","praesideo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1450","praesideo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1451","praesto2",12,3,0.25,0,0,1,0.0833333333333333,0,0,6,0.5,2,0.166666666666667
"1452","praestolor",1,0,0,0,0,0,0,0,0,0,0,1,1
"1453","praestringo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1454","praesum",3,0,0,0,0,0,0,0,0,3,1,0,0
"1455","praesum1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1456","praetereo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1457","praetereo1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1458","praetermitto1",2,2,1,0,0,0,0,0,0,0,0,0,0
"1459","praetexo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1460","praevaleo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1461","prandeo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1462","precor",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1463","precor1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1464","prehendo1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1465","premo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1466","premo1",9,1,0.111111111111111,0,0,0,0,0,0,7,0.777777777777778,1,0.111111111111111
"1467","privo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1468","probo",4,0,0,0,0,1,0.25,0,0,2,0.5,1,0.25
"1469","probo1",6,0,0,1,0.166666666666667,0,0,0,0,3,0.5,2,0.333333333333333
"1470","procaedo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1471","procedo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1472","procedo1",13,0,0,0,0,0,0,0,0,9,0.692307692307692,4,0.307692307692308
"1473","proclamo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1474","proclamo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1475","procreo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1476","procumbo1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1477","procurro1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1478","prodeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1479","prodeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1480","prodigo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1481","prodo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1482","prodo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1483","produco",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1484","proelior1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1485","profero",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1486","profero1",5,0,0,0,0,2,0.4,0,0,3,0.6,0,0
"1487","proficio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1488","proficio1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1489","proficisco1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1490","proficiscor",6,0,0,0,0,4,0.666666666666667,0,0,1,0.166666666666667,1,0.166666666666667
"1491","proficiscor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1492","profiteor",1,1,1,0,0,0,0,0,0,0,0,0,0
"1493","profugio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1494","profugio1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1495","profundo1",2,0,0,0,0,0,0,0,0,0,0,2,1
"1496","prohibeo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1497","prohibeo1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1498","proicio",2,0,0,0,0,0,0,0,0,2,1,0,0
"1499","proicio1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1500","projacio1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1501","proloquor",1,1,1,0,0,0,0,0,0,0,0,0,0
"1502","promitto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1503","promitto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1504","promo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1505","pronuntio",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1506","propagaro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1507","propago1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1508","propello1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1509","propero",1,0,0,0,0,0,0,0,0,1,1,0,0
"1510","propero1",7,0,0,0,0,3,0.428571428571429,0,0,3,0.428571428571429,1,0.142857142857143
"1511","propheto1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1512","propono",2,0,0,0,0,0,0,0,0,2,1,0,0
"1513","propono1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1514","proripio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1515","proscindo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1516","proscribo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1517","proscribo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1518","proseco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1519","prosequor",1,0,0,0,0,0,0,0,0,0,0,1,1
"1520","prosequor1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1521","prospecto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1522","prospicio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1523","prosum",1,0,0,0,0,0,0,0,0,1,1,0,0
"1524","prosum1",7,0,0,0,0,0,0,0,0,2,0.285714285714286,5,0.714285714285714
"1525","provenio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1526","provideo1",3,0,0,0,0,1,0.333333333333333,0,0,2,0.666666666666667,0,0
"1527","provolo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1528","provolo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1529","publico",1,0,0,0,0,0,0,0,0,0,0,1,1
"1530","publico1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1531","pudeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1532","pudeo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1533","pugno",1,0,0,0,0,0,0,0,0,0,0,1,1
"1534","pugno1",9,1,0.111111111111111,0,0,0,0,0,0,5,0.555555555555556,3,0.333333333333333
"1535","pulso1",3,1,0.333333333333333,0,0,0,0,0,0,0,0,2,0.666666666666667
"1536","pungo1",2,0,0,0,0,0,0,0,0,0,0,2,1
"1537","punio",2,0,0,0,0,0,0,0,0,2,1,0,0
"1538","purgo",1,1,1,0,0,0,0,0,0,0,0,0,0
"1539","purgo1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1540","puteo1",4,0,0,0,0,3,0.75,1,0.25,0,0,0,0
"1541","puto",9,1,0.111111111111111,0,0,3,0.333333333333333,1,0.111111111111111,4,0.444444444444444,0,0
"1542","puto1",57,17,0.298245614035088,2,0.0350877192982456,15,0.263157894736842,5,0.087719298245614,11,0.192982456140351,7,0.12280701754386
"1543","quadro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1544","quaero",14,4,0.285714285714286,0,0,0,0,0,0,9,0.642857142857143,1,0.0714285714285714
"1545","quaero1",22,2,0.0909090909090909,2,0.0909090909090909,6,0.272727272727273,1,0.0454545454545455,8,0.363636363636364,3,0.136363636363636
"1546","quaeso",6,6,1,0,0,0,0,0,0,0,0,0,0
"1547","quaeso1",4,3,0.75,0,0,0,0,0,0,1,0.25,0,0
"1548","quatio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1549","queo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1550","queror",8,4,0.5,1,0.125,1,0.125,0,0,1,0.125,1,0.125
"1551","queror1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1552","quiesco",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1553","quiesco1",6,0,0,0,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333
"1554","rapio",7,0,0,0,0,1,0.142857142857143,0,0,5,0.714285714285714,1,0.142857142857143
"1555","rapio1",10,0,0,0,0,0,0,0,0,8,0.8,2,0.2
"1556","recandesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1557","recedo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1558","recido",1,0,0,0,0,0,0,0,0,1,1,0,0
"1559","recingo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1560","recipero",1,1,1,0,0,0,0,0,0,0,0,0,0
"1561","recipio",12,6,0.5,0,0,0,0,0,0,6,0.5,0,0
"1562","recipio1",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1563","recito1",7,0,0,0,0,0,0,0,0,6,0.857142857142857,1,0.142857142857143
"1564","recognosco",3,0,0,0,0,0,0,0,0,3,1,0,0
"1565","recognosco1",2,0,0,0,0,2,1,0,0,0,0,0,0
"1566","recolo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1567","recorrigo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1568","recumbo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1569","recuso",5,2,0.4,0,0,0,0,0,0,0,0,3,0.6
"1570","recuso1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1571","redarguo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1572","reddo",9,0,0,0,0,4,0.444444444444444,0,0,3,0.333333333333333,2,0.222222222222222
"1573","reddo1",7,1,0.142857142857143,0,0,1,0.142857142857143,1,0.142857142857143,4,0.571428571428571,0,0
"1574","redemo1",3,2,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0,0
"1575","redeo",10,2,0.2,0,0,1,0.1,0,0,5,0.5,2,0.2
"1576","redeo1",6,0,0,2,0.333333333333333,0,0,0,0,1,0.166666666666667,3,0.5
"1577","redigo",5,0,0,0,0,0,0,0,0,5,1,0,0
"1578","redimo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1579","redimo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1580","reduco",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1581","reduco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1582","redundo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1583","reemo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1584","refero",8,0,0,0,0,1,0.125,0,0,5,0.625,2,0.25
"1585","refero1",20,1,0.05,1,0.05,7,0.35,0,0,11,0.55,0,0
"1586","reficio",7,4,0.571428571428571,0,0,0,0,0,0,3,0.428571428571429,0,0
"1587","reficio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1588","refringo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1589","refugio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1590","refulgeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1591","regno",1,0,0,0,0,0,0,0,0,0,0,1,1
"1592","regno1",8,0,0,0,0,1,0.125,0,0,3,0.375,4,0.5
"1593","rego",2,0,0,0,0,0,0,0,0,2,1,0,0
"1594","rego1",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1595","reicio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1596","relaxo",1,0,0,0,0,1,1,0,0,0,0,0,0
"1597","relaxo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1598","relego1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1599","relevo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1600","relinquo",6,0,0,0,0,0,0,0,0,6,1,0,0
"1601","relinquo1",17,0,0,1,0.0588235294117647,2,0.117647058823529,1,0.0588235294117647,8,0.470588235294118,5,0.294117647058824
"1602","remaneo1",4,0,0,1,0.25,0,0,1,0.25,1,0.25,1,0.25
"1603","reminisco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1604","remitto",4,2,0.5,0,0,0,0,0,0,2,0.5,0,0
"1605","remitto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1606","remollesco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1607","remoror",2,0,0,0,0,0,0,0,0,0,0,2,1
"1608","remoror1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1609","removeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1610","remugio1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1611","reor",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1612","reor1",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"1613","repello1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1614","rependo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1615","reperio",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1616","reperio1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1617","repeto",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1618","repeto1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1619","repleo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1620","repleo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1621","repono",2,2,1,0,0,0,0,0,0,0,0,0,0
"1622","repono1",3,1,0.333333333333333,0,0,0,0,0,0,0,0,2,0.666666666666667
"1623","repraesento",1,0,0,0,0,0,0,0,0,1,1,0,0
"1624","reprehendo1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1625","reprimo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1626","reprimo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1627","repudio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1628","repudio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1629","repugno1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1630","repurgo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1631","reputo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1632","requiesco1",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"1633","requiro",3,1,0.333333333333333,0,0,1,0.333333333333333,0,0,1,0.333333333333333,0,0
"1634","requiro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1635","rescribo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1636","resideo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1637","resilio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1638","resipisco",1,0,0,0,0,0,0,0,0,0,0,1,1
"1639","resisto1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1640","resolvo1",4,0,0,0,0,0,0,1,0.25,3,0.75,0,0
"1641","resono1",2,0,0,0,0,0,0,0,0,0,0,2,1
"1642","respergo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1643","respicio1",5,1,0.2,0,0,1,0.2,0,0,3,0.6,0,0
"1644","respondeo",12,0,0,0,0,0,0,0,0,11,0.916666666666667,1,0.0833333333333333
"1645","respondeo1",11,1,0.0909090909090909,0,0,1,0.0909090909090909,0,0,7,0.636363636363636,2,0.181818181818182
"1646","restinguo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1647","restituo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1648","restituo1",1,0,0,0,0,0,0,1,1,0,0,0,0
"1649","resto",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1650","resto1",4,0,0,0,0,1,0.25,0,0,3,0.75,0,0
"1651","retento1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1652","reticeo1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1653","retineo",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1654","retineo1",4,0,0,1,0.25,0,0,0,0,2,0.5,1,0.25
"1655","retorqueo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1656","retracto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1657","reverto",1,1,1,0,0,0,0,0,0,0,0,0,0
"1658","reviso1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1659","revoco",6,0,0,0,0,0,0,0,0,6,1,0,0
"1660","revoco1",5,1,0.2,0,0,0,0,1,0.2,3,0.6,0,0
"1661","revorto1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1662","rideo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1663","rideo1",14,0,0,1,0.0714285714285714,3,0.214285714285714,0,0,7,0.5,3,0.214285714285714
"1664","rogo",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1665","rogo1",25,12,0.48,4,0.16,2,0.08,0,0,6,0.24,1,0.04
"1666","roro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1667","rubeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1668","rugio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1669","rumpo",1,0,0,0,0,1,1,0,0,0,0,0,0
"1670","rumpo1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1671","ruo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1672","ruo1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1673","sacro1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1674","saevio",2,0,0,0,0,0,0,0,0,2,1,0,0
"1675","saevio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1676","sagino",1,0,0,0,0,0,0,0,0,1,1,0,0
"1677","salto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1678","saluto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1679","saluto1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1680","salveo",1,0,0,0,0,1,1,0,0,0,0,0,0
"1681","salvo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1682","sancio",4,0,0,0,0,0,0,0,0,4,1,0,0
"1683","sanctifico1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1684","sano1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1685","sapio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1686","sapio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1687","satago1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1688","satio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1689","saucio",1,0,0,0,0,0,0,0,0,0,0,1,1
"1690","scando",1,0,0,0,0,0,0,0,0,1,1,0,0
"1691","scindo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1692","scindo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1693","scintillo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1694","scio",14,8,0.571428571428571,0,0,1,0.0714285714285714,0,0,3,0.214285714285714,2,0.142857142857143
"1695","scio1",55,19,0.345454545454545,4,0.0727272727272727,9,0.163636363636364,8,0.145454545454545,12,0.218181818181818,3,0.0545454545454545
"1696","scitor1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1697","scribo",12,4,0.333333333333333,0,0,0,0,0,0,6,0.5,2,0.166666666666667
"1698","scribo1",17,1,0.0588235294117647,0,0,12,0.705882352941177,0,0,2,0.117647058823529,2,0.117647058823529
"1699","scrutor",2,0,0,0,0,0,0,0,0,2,1,0,0
"1700","sculpo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1701","secedo1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1702","secerno",1,0,0,0,0,0,0,0,0,1,1,0,0
"1703","secerno1",3,0,0,0,0,1,0.333333333333333,0,0,0,0,2,0.666666666666667
"1704","secludo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1705","seco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1706","secor",1,0,0,0,0,0,0,0,0,0,0,1,1
"1707","sedeo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1708","sedeo1",27,2,0.0740740740740741,0,0,0,0,0,0,18,0.666666666666667,7,0.259259259259259
"1709","seduco1",7,0,0,0,0,0,0,0,0,7,1,0,0
"1710","sejungo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1711","semino1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1712","senesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1713","sentio",13,0,0,0,0,1,0.0769230769230769,0,0,12,0.923076923076923,0,0
"1714","sentio1",21,2,0.0952380952380952,0,0,5,0.238095238095238,0,0,9,0.428571428571429,5,0.238095238095238
"1715","separo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1716","sepelio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1717","sepono",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1718","sequor",5,0,0,0,0,1,0.2,0,0,4,0.8,0,0
"1719","sequor1",17,1,0.0588235294117647,2,0.117647058823529,0,0,0,0,10,0.588235294117647,4,0.235294117647059
"1720","sero2",1,0,0,0,0,0,0,0,0,0,0,1,1
"1721","servio",3,1,0.333333333333333,0,0,0,0,0,0,1,0.333333333333333,1,0.333333333333333
"1722","servio1",8,2,0.25,0,0,1,0.125,1,0.125,2,0.25,2,0.25
"1723","servo",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1724","servo1",19,2,0.105263157894737,0,0,6,0.315789473684211,0,0,7,0.368421052631579,4,0.210526315789474
"1725","sicco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1726","sido1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1727","significo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1728","significo1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1729","signo1",4,0,0,1,0.25,2,0.5,0,0,1,0.25,0,0
"1730","sileo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1731","simulo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1732","simulo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1733","sino",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1734","sino1",11,1,0.0909090909090909,1,0.0909090909090909,2,0.181818181818182,0,0,6,0.545454545454545,1,0.0909090909090909
"1735","sitio",1,0,0,0,0,0,0,0,0,0,0,1,1
"1736","sitio1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1737","sodes",1,0,0,0,0,1,1,0,0,0,0,0,0
"1738","soleo",11,0,0,0,0,1,0.0909090909090909,0,0,7,0.636363636363636,3,0.272727272727273
"1739","soleo1",24,4,0.166666666666667,0,0,6,0.25,0,0,10,0.416666666666667,4,0.166666666666667
"1740","sollicito",1,0,0,0,0,0,0,0,0,0,0,1,1
"1741","sollicito1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1742","solo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1743","solvo",5,2,0.4,0,0,0,0,0,0,2,0.4,1,0.2
"1744","solvo1",9,2,0.222222222222222,0,0,2,0.222222222222222,1,0.111111111111111,4,0.444444444444444,0,0
"1745","sono1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1746","sordesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1747","spargo1",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"1748","spatior",2,0,0,0,0,2,1,0,0,0,0,0,0
"1749","specto",3,0,0,0,0,0,0,0,0,3,1,0,0
"1750","specto1",9,1,0.111111111111111,1,0.111111111111111,1,0.111111111111111,0,0,5,0.555555555555556,1,0.111111111111111
"1751","speculor",1,0,0,0,0,0,0,0,0,0,0,1,1
"1752","speculor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1753","sperno",2,0,0,0,0,0,0,0,0,2,1,0,0
"1754","spero",1,0,0,0,0,0,0,0,0,1,1,0,0
"1755","spero1",11,5,0.454545454545455,0,0,0,0,0,0,4,0.363636363636364,2,0.181818181818182
"1756","spolio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1757","spolio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1758","spondeo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1759","spuo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1760","stabulo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1761","statuo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1762","statuo1",10,2,0.2,1,0.1,1,0.1,3,0.3,3,0.3,0,0
"1763","sterno1",2,0,0,1,0.5,0,0,0,0,0,0,1,0.5
"1764","sterto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1765","stimulo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1766","sto",6,0,0,0,0,0,0,0,0,4,0.666666666666667,2,0.333333333333333
"1767","sto1",21,2,0.0952380952380952,0,0,1,0.0476190476190476,0,0,10,0.476190476190476,8,0.380952380952381
"1768","stringo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1769","stringo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1770","struo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1771","studeo",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1772","studeo1",5,1,0.2,0,0,1,0.2,0,0,0,0,3,0.6
"1773","stupeo1",3,1,0.333333333333333,0,0,2,0.666666666666667,0,0,0,0,0,0
"1774","suadeo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1775","suadeo1",8,6,0.75,0,0,0,0,0,0,1,0.125,1,0.125
"1776","sub-moveo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1777","subago",1,0,0,0,0,0,0,0,0,1,1,0,0
"1778","subdo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1779","subduco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1780","subduco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1781","subeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1782","subeo1",6,0,0,0,0,1,0.166666666666667,0,0,3,0.5,2,0.333333333333333
"1783","subicio",5,1,0.2,0,0,0,0,0,0,4,0.8,0,0
"1784","subicio,",1,0,0,0,0,0,0,0,0,1,1,0,0
"1785","subicio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1786","subigo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1787","submoveo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1788","subolfacio1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1789","suborno",1,0,0,0,0,0,0,0,0,1,1,0,0
"1790","subscribo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1791","subsequor",1,0,0,0,0,0,0,0,0,1,1,0,0
"1792","subsido",1,0,0,0,0,0,0,0,0,1,1,0,0
"1793","subsido1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1794","substo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1795","subterfugio",1,0,0,0,0,0,0,0,0,0,0,1,1
"1796","subvecto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1797","subverto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1798","succendo",3,0,0,0,0,0,0,0,0,3,1,0,0
