"";"lemma";"Total";"one_sg";"pctA";"two_sg";"pctB";"three_sg";"pctC";"one_pl";"pctD";"two_pl";"pctE";"three_pl";"pctF"
"2766";"verso";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"2767";"verso1";6;0;0;1;0,166666666666667;1;0,166666666666667;1;0,166666666666667;0;0;0;0
"2768";"verto";4;0;0;0;0;3;0,75;0;0;0;0;1;0,25
"2769";"verto1";8;1;0,125;0;0;3;0,375;0;0;0;0;0;0
"2770";"vesco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"2771";"vescor";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"2772";"vestigo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"2773";"vestio";1;0;0;0;0;0;0;0;0;0;0;0;0
"2774";"vestio1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"2775";"veto";2;0;0;0;0;2;1;0;0;0;0;0;0
"2776";"veto1";6;0;0;0;0;4;0,666666666666667;0;0;0;0;1;0,166666666666667
"2777";"vetuo1";2;2;1;0;0;0;0;0;0;0;0;0;0
"2778";"vexo";1;0;0;0;0;0;0;0;0;0;0;0;0
"2779";"vexo1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;3;0,5
"2780";"vibro1";4;0;0;0;0;0;0;0;0;0;0;3;0,75
"2781";"video";42;4;0,0952380952380952;3;0,0714285714285714;19;0,452380952380952;1;0,0238095238095238;0;0;2;0,0476190476190476
"2782";"video1";247;77;0,311740890688259;32;0,129554655870445;57;0,230769230769231;7;0,0283400809716599;10;0,0404858299595142;31;0,125506072874494
"2783";"vigeo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"2784";"vigilo";5;1;0,2;0;0;0;0;0;0;0;0;0;0
"2785";"vigilo1";11;0;0;1;0,0909090909090909;3;0,272727272727273;0;0;0;0;0;0
"2786";"vincio";1;0;0;0;0;0;0;0;0;0;0;0;0
"2787";"vincio1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"2788";"vinco";11;3;0,272727272727273;3;0,272727272727273;1;0,0909090909090909;0;0;0;0;0;0
"2789";"vinco1";38;1;0,0263157894736842;0;0;15;0,394736842105263;4;0,105263157894737;0;0;3;0,0789473684210526
"2790";"vindemio1";2;0;0;1;0,5;1;0,5;0;0;0;0;0;0
"2791";"vindico";9;1;0,111111111111111;0;0;2;0,222222222222222;0;0;0;0;0;0
"2792";"vindico1";6;0;0;1;0,166666666666667;2;0,333333333333333;1;0,166666666666667;0;0;0;0
"2793";"violo";1;0;0;0;0;1;1;0;0;0;0;0;0
"2794";"violo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"2795";"vireo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"2796";"viso1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"2797";"vito";6;0;0;0;0;0;0;1;0,166666666666667;0;0;2;0,333333333333333
"2798";"vito1";4;0;0;0;0;0;0;1;0,25;1;0,25;0;0
"2799";"vitupero1";1;0;0;0;0;1;1;0;0;0;0;0;0
"2800";"vivo";3;1;0,333333333333333;0;0;0;0;0;0;0;0;0;0
"2801";"vivo1";44;1;0,0227272727272727;6;0,136363636363636;10;0,227272727272727;4;0,0909090909090909;0;0;3;0,0681818181818182
"2802";"vociferor";1;0;0;0;0;0;0;0;0;0;0;0;0
"2803";"vocito";1;0;0;0;0;0;0;0;0;0;0;1;1
"2804";"voco";7;0;0;0;0;4;0,571428571428571;0;0;0;0;1;0,142857142857143
"2805";"voco1";33;0;0;3;0,0909090909090909;16;0,484848484848485;0;0;0;0;4;0,121212121212121
"2806";"volito1";5;0;0;0;0;0;0;0;0;0;0;1;0,2
"2807";"volo1";108;14;0,12962962962963;19;0,175925925925926;42;0,388888888888889;0;0;4;0,037037037037037;21;0,194444444444444
"2808";"volo2";12;0;0;0;0;2;0,166666666666667;0;0;0;0;2;0,166666666666667
"2809";"voluto1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
"2810";"volvo1";7;0;0;0;0;2;0,285714285714286;0;0;0;0;1;0,142857142857143
"2811";"vomo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"2812";"voveo";2;0;0;0;0;2;1;0;0;0;0;0;0
"2813";"vulgo2";2;0;0;0;0;0;0;0;0;0;0;0;0
"2814";"vulnero1";5;1;0,2;1;0,2;1;0,2;0;0;0;0;0;0
